Items,A0,A1,A2,A3
17897,1,0,0,0
20823,35,1,0,0
20822,7,0,0,0
20825,2,0,0,0
20827,39,0,0,0
20826,32,3,0,0
20829,1,0,0,0
4626,9,1,0,0
9736,4,0,0,0
9738,5,0,0,0
21336,166,16,2,0
21337,14,1,0,0
21334,30,1,1,0
21332,4,0,0,0
21445,3,0,0,0
4629,1,0,0,0
24128,21,0,0,0
21338,7,1,1,0
857,1,0,0,0
3457,37,0,0,0
22977,11,0,0,0
22971,8,0,0,0
22970,1,0,0,0
22973,14,1,0,0
4088,1,0,0,0
28270,109,15,0,1
16242,7,0,0,0
26871,93,2,1,0
10586,1,0,0,0
26874,9,0,0,0
26875,8,0,0,0
26877,3,0,0,0
11850,7,0,0,0
14148,2,0,0,0
14145,27,0,1,0
14144,11,0,0,0
14141,3,0,0,0
14140,1,0,0,0
424,4,0,0,0
5229,1,0,0,0
22490,1,0,0,0
5223,1,0,0,0
5221,6,1,0,0
5227,1,0,0,0
5226,2,0,0,0
18816,2,0,0,0
13113,1,0,0,0
13112,29,0,0,0
13115,5,0,0,0
15810,2,0,0,0
15811,98,4,0,0
13118,27,0,0,0
15814,61,3,0,0
15815,2,0,0,0
15817,3,0,0,0
11183,1,0,0,0
17945,161,6,1,0
17946,10,0,0,0
14498,21,3,0,0
17940,1,0,0,0
14493,8,0,0,0
28446,1,0,0,0
3069,7,0,0,0
14490,55,1,0,0
28443,2,0,0,0
14496,5,0,0,0
28441,7,0,1,0
20313,2,0,0,0
20311,1,0,0,0
27470,3,1,0,0
20317,8,0,0,0
20316,6,0,0,0
19562,1,0,0,0
19564,1,0,0,0
8434,1,0,0,0
4816,2,0,0,0
29065,2,0,0,0
29062,4,0,0,0
29061,2,0,0,0
29068,4,0,0,0
23201,4,0,0,0
23202,37,1,1,0
23203,6,0,0,0
23204,2,0,0,0
23206,6,1,0,0
23207,62,6,0,0
23209,2,0,0,0
28917,1,0,0,0
28916,1,0,0,0
28911,3,0,0,0
27040,1,0,0,0
27041,2,0,0,0
27046,4,0,0,0
19131,3,0,0,0
27044,6,0,1,0
497,1,0,0,0
15368,11,0,0,0
15362,1,0,0,0
12400,8,0,0,0
6477,1,0,0,0
26280,3,0,0,0
15364,2,0,0,0
15365,11,3,0,0
20739,1,0,0,0
7754,21,0,0,0
7757,12,0,0,0
7756,7,0,0,0
7750,3,0,0,0
7839,1,0,0,0
9534,1,0,0,0
3938,2,0,0,0
3935,18,0,0,0
3937,55,0,0,0
3936,5,0,0,0
3931,1,0,0,0
3933,2,0,0,0
27804,3,0,0,0
8336,2,0,0,0
8337,1,0,0,0
6718,3,0,0,0
6716,2,0,0,0
8338,9,1,0,0
8339,7,1,0,0
9906,30,2,0,0
9907,8,1,0,0
17642,20,1,0,0
24461,28,10,0,0
24460,10,1,0,0
24468,3,0,0,0
19208,5,0,0,0
20361,2,0,0,0
20366,2,0,0,0
19203,3,0,0,0
19207,2,0,0,0
20367,7,2,0,0
22157,4,0,0,0
22156,2,0,0,0
22405,2,1,0,0
22158,1,0,0,0
22400,44,1,0,0
13754,8,1,0,0
13757,20,1,0,0
4047,6,0,0,0
4040,4,0,0,0
26318,43,0,0,0
13753,2,0,0,0
13752,2,0,0,0
26315,18,0,0,0
26314,14,0,0,0
26316,6,0,0,0
4048,3,0,0,0
13758,1,0,0,0
25758,7,0,0,0
25759,3,0,0,0
25750,3,0,0,0
25752,2,0,0,0
25753,6,1,0,0
25755,4,0,0,0
3665,14,2,0,0
21838,207,8,1,0
24803,5,0,0,0
21833,22,2,0,0
24800,3,0,0,0
21835,2,0,0,0
24806,1,0,0,0
24805,5,0,0,0
19920,20,0,0,0
2578,1,0,0,0
11499,17,1,0,0
2576,2,0,0,0
2574,21,0,0,0
2573,1,0,0,0
2570,4,0,1,0
2571,2,0,0,0
11458,5,0,0,0
11456,5,1,0,0
11457,2,0,0,0
11452,41,0,0,0
17434,4,0,0,0
3592,4,2,0,0
17436,2,0,0,0
17437,4,0,0,0
17431,45,0,0,1
5036,2,0,0,0
5035,6,0,0,0
17438,60,2,0,0
17439,1,0,0,0
5030,1,0,0,0
13325,1,0,0,0
13326,4,0,0,0
13320,2,0,0,0
4430,1,0,0,0
4433,6,0,0,0
13323,4,0,0,0
17123,5,0,0,0
17120,2,0,0,0
17121,1,0,0,0
17126,1,0,0,0
17127,9,0,2,0
973,2,0,0,0
21283,19,0,0,0
979,1,0,0,0
20127,75,1,0,0
20120,3,0,0,0
20121,3,1,0,0
20128,1,0,0,0
8086,1,0,0,0
5287,1,0,0,0
20903,1,0,0,0
27863,2,0,0,0
27869,2,0,0,0
10476,7,0,0,0
10479,2,0,0,0
10478,1,0,0,0
21945,2,0,0,0
29279,1,0,0,0
29275,3,0,0,0
8926,2,0,0,0
11870,1,0,0,0
18839,4,0,0,0
8922,1,0,0,0
18529,7,2,0,0
14807,1,0,0,0
18835,39,2,0,0
14809,3,0,0,0
18836,1,0,0,0
18523,20,1,0,0
18522,13,0,0,0
18833,1,0,0,0
18832,1,0,1,0
15179,4,0,0,0
15177,3,0,0,0
15175,2,0,0,0
15173,9,2,0,0
3384,71,2,1,0
15171,3,0,0,0
29180,2,0,0,0
7103,3,0,0,0
7105,655,21,1,0
7107,1,0,0,0
5410,18,0,0,0
5411,3,0,0,0
3380,4,0,0,0
22800,2,0,0,0
1681,16,1,0,0
1680,3,0,0,0
18789,4,0,0,0
1685,1,0,0,0
1689,3,0,0,0
1688,5,0,0,0
18785,1,0,0,0
14777,13,0,0,0
28057,20,0,0,0
14772,1,0,0,0
24258,8,1,0,0
28053,6,0,0,0
24256,1,0,0,0
28058,1,0,0,0
28059,198,2,1,0
28015,2,0,0,0
1467,3,0,0,0
1461,73,5,1,0
1463,8,0,0,0
24784,4,0,0,0
651,2,0,0,0
24780,48,3,0,0
4239,24,2,0,0
4238,24,2,0,0
4235,8,1,0,0
24788,25,3,0,0
4230,8,0,0,0
5591,4,0,0,0
28631,82,0,3,0
5593,25,2,0,0
5592,8,2,0,0
5595,1,0,0,0
5594,7,1,0,0
28636,1,0,0,0
5598,191,6,3,0
16568,1,0,0,0
13695,2,0,0,0
318,5,0,0,0
4217,1,0,0,0
7215,1,0,0,0
11201,63,12,1,0
11203,35,0,0,0
11204,11,1,0,0
11208,1,0,0,0
16567,1,0,0,0
19077,1,0,0,0
4212,6,0,0,0
27789,6,0,0,0
22365,4,1,0,0
22366,15,0,0,0
22367,17,0,1,0
27785,39,0,1,0
22369,3,0,0,0
27786,2,0,0,0
25321,2,0,0,0
25323,3,0,0,0
25324,2,0,0,0
25327,1,0,0,0
25329,151,9,0,0
23947,15,0,1,0
23416,6,0,0,0
23943,3,0,0,0
23410,2,0,0,0
28357,67,0,1,0
23419,1,0,0,0
23418,1,0,0,0
27257,24,1,0,0
27256,2,0,0,0
27255,5,0,0,0
27251,19,1,0,0
10718,39,0,0,0
22092,2,0,0,0
22093,6,0,0,0
6931,3,0,0,0
22094,63,7,1,0
6645,1,0,0,0
22099,8,1,0,0
8558,5,0,0,0
15405,41,5,0,0
2291,0,1,0,0
2296,1,0,0,0
6641,4,0,0,0
14652,2,0,0,0
19692,14,0,1,0
19690,23,0,0,0
14871,2,0,0,0
19699,18,0,0,0
15408,1,0,0,0
19315,3,0,0,0
8690,2,0,0,0
10916,18,1,0,0
10914,30,0,0,0
19314,10,0,0,0
10911,4,0,0,0
17337,25,0,0,0
19313,1,0,0,0
17335,1,0,0,0
17334,4,0,0,0
17333,2,0,0,0
17331,31,1,0,0
17330,11,0,0,0
9133,1,0,0,0
7927,8,1,0,0
9131,27,1,0,0
7922,9,0,0,0
9136,4,0,0,0
10649,2,0,0,0
10646,51,3,0,0
10647,8,1,0,0
10644,3,0,0,0
9138,19,1,0,0
10642,3,0,0,0
10315,2,0,0,0
7928,3,0,0,0
16428,4,0,0,0
16429,25,0,0,0
16420,44,1,1,1
16421,4,0,0,0
6299,51,1,1,0
6294,28,0,0,0
6290,125,1,0,0
26127,30,2,0,0
26124,10,0,0,0
26120,9,0,0,0
26121,22,2,0,0
20803,114,3,0,0
28222,1,0,0,0
26128,1,0,0,0
20800,41,3,0,0
9751,3,0,0,0
9750,4,0,0,0
21319,2,0,0,0
21315,20,1,0,0
21316,1,0,0,0
21312,10,0,0,0
21313,1,0,0,0
3438,51,5,0,0
17592,5,0,2,0
17590,4,1,0,0
17597,25,0,0,1
878,4,0,0,0
28744,14,1,0,0
876,8,1,0,0
28350,1,0,0,0
17599,3,0,0,0
3433,7,1,0,0
22954,1,0,0,0
2740,3,0,0,0
2742,2,0,0,0
2033,111,4,1,0
2744,1,0,0,0
2030,2,0,0,0
4845,7,0,0,0
4598,2,0,0,0
4847,1,0,0,0
11999,1,0,0,0
14169,2,0,0,0
5204,1,0,0,0
14163,3,0,0,0
14161,54,1,0,0
11992,2,0,0,0
14167,1,0,0,0
14165,18,2,1,0
5966,5,0,0,0
638,2,0,0,0
13413,1,0,0,0
13179,13,0,0,0
4560,1,0,0,0
13172,1,0,0,0
13174,11,0,0,0
18646,3,0,0,0
18647,15,0,0,0
18312,2,0,0,0
18643,2,0,0,0
18316,4,0,0,0
11196,2076,68,3,0
11199,16,0,0,0
18648,1,0,0,0
18649,1,0,0,0
17922,3,0,0,0
17923,2,0,0,0
17920,39,1,1,0
17921,9,2,0,0
17926,12,1,0,0
17924,6,0,0,0
3040,2,0,0,0
17929,2,0,0,0
3047,80,4,0,0
3046,3,0,0,0
27418,5,0,0,0
16302,22,3,0,0
21071,34,3,0,0
20373,2,0,0,0
27415,27,3,1,0
20376,1,0,0,0
1097,1,0,0,0
1093,5,0,0,0
1912,20,0,0,0
15697,5,0,0,0
29048,3,0,0,0
29044,2,0,1,0
29041,2,0,0,0
29042,2,0,0,0
23779,189,21,1,0
1324,1,0,0,0
1325,12,3,0,0
23770,6,0,1,0
1328,3,0,0,0
28930,3,1,0,0
28937,91,0,0,0
28936,15,0,0,0
23776,2,0,0,0
23777,6,0,0,0
27068,4,0,0,0
15341,1,0,0,0
15434,6,1,0,0
15435,4,0,0,0
6903,4,0,0,0
15345,16,1,0,0
8684,11,0,1,0
6900,2,0,0,0
27060,87,3,2,0
12429,4,0,0,0
27063,11,0,0,0
6909,7,0,0,0
6908,137,1,0,0
7732,1,0,0,0
7737,107,4,1,0
7736,1,0,0,0
19199,6,0,0,0
19198,10,0,0,0
3958,3,1,0,0
19193,3,0,0,0
19440,2,0,0,0
19197,46,4,0,0
19196,4,0,0,0
8358,54,0,0,0
8359,26,0,0,0
8357,6,0,0,0
20265,1,0,0,0
24440,12,1,0,0
24447,24,3,0,0
24446,11,0,0,0
27811,2,0,0,0
24449,1,0,0,0
22139,1,0,0,0
22131,25,0,0,0
22421,20,0,1,0
22420,15,0,0,0
22425,5,0,0,0
22136,1,0,0,0
13773,15,0,1,0
13772,7,0,0,0
4060,12,0,0,0
7662,1,0,0,0
4067,12,0,0,0
4065,1,0,0,0
26333,6,1,0,0
26332,13,1,0,0
13779,101,2,0,0
13778,6,1,0,0
26337,2,0,0,0
5785,1,0,0,0
5781,1,0,0,0
5782,1,0,0,0
5789,1,0,0,0
3602,1,0,0,0
3607,2,0,0,0
3606,5,0,0,0
3605,2,0,0,0
3854,7,1,0,0
19991,1,0,0,0
19993,164,5,5,1
19221,2,0,0,0
19999,2,0,0,0
11431,37,4,1,0
11436,1,0,0,0
11435,5,0,0,0
17452,1,0,0,0
17453,18,2,0,0
17450,15,0,0,0
17451,8,0,1,0
17456,6,0,0,0
17457,5,0,0,0
17106,4,0,0,0
17455,23,0,1,0
17109,1,0,0,0
17458,15,0,0,0
17459,3,0,0,0
13343,6,0,0,0
4451,1,0,0,0
13341,5,0,0,0
4457,4,0,0,0
4459,1,0,0,0
13349,14,0,2,0
953,25,4,0,0
954,1,1,0,0
21815,41,1,0,0
24862,1,0,0,0
21813,11,0,0,0
24869,276,14,1,0
21819,7,0,0,0
20143,33,7,0,0
20146,20,2,0,0
20147,7,1,0,0
20145,2,0,0,0
20149,1,0,0,0
25302,2,0,0,0
16854,8,1,1,0
16857,3,0,2,0
16856,2,0,0,0
16853,1,0,0,0
16852,7,0,0,0
12165,10,0,3,0
12164,1,0,0,0
6337,6,0,0,0
12161,3,1,0,0
12160,45,0,0,0
12162,125,5,0,0
6339,3,0,0,0
12471,1,0,0,0
27888,43,2,0,0
27886,1,0,1,0
27887,1,0,0,0
29211,6,0,0,0
10452,1,1,0,0
29213,12,2,0,0
9671,26,3,1,0
10454,1,0,0,0
10106,32,0,0,0
9678,2,0,0,0
10100,1,0,0,0
13903,3,0,1,0
10102,3,0,0,0
21767,2,0,0,0
21768,6,2,0,0
11858,2,0,0,0
8908,1,0,0,0
8905,1,0,0,0
11851,6,0,0,0
8901,5,0,0,0
1148,3,0,0,0
11857,60,4,0,0
23045,9,0,0,0
26938,3,0,0,0
7127,21,3,0,0
26931,1,0,0,0
4964,2,0,0,0
1666,436,3,1,0
1663,2,0,0,0
594,1,0,0,0
596,3,0,0,0
599,102,2,2,0
24274,30,2,0,0
24275,5,0,0,0
24277,22,1,1,1
2829,1,0,0,0
24272,3,0,0,0
2825,6,0,0,0
2826,212,3,1,0
26687,1,0,0,0
26686,1,0,0,0
2822,4,0,1,0
26684,1,0,0,0
28032,4,0,0,0
5416,24,1,0,0
28031,1,0,0,0
3382,12,1,0,0
14759,2,0,0,0
28034,2,0,0,0
28035,13,0,0,0
14756,3,0,0,0
14752,1,0,0,0
14753,1,0,0,0
1408,1,0,0,0
1403,3,0,0,0
19704,1,0,0,0
4214,1,0,0,0
13906,1,0,0,0
4216,2,1,0,0
13900,1,0,0,0
14478,1,0,0,0
19453,8,0,0,0
13909,36,0,0,0
18105,4,0,0,0
18102,2,0,0,0
20923,1,0,0,0
28428,1,0,0,0
5574,43,2,0,0
5573,4,0,0,0
28425,51,0,0,0
335,2,0,0,0
336,2,0,0,0
1548,6,1,0,0
11229,3,0,0,0
11227,3,0,0,0
11225,13,0,1,0
11224,7,0,0,0
11222,1,0,0,0
11220,4,1,0,0
19058,7,0,0,0
19051,3,0,0,0
19052,7,0,0,0
25905,1,0,0,0
22306,0,1,0,0
22307,11,1,0,0
22305,16,0,0,0
22309,3,0,0,0
25909,5,0,1,0
25908,6,0,0,0
25309,49,0,0,0
25308,2,1,0,0
25307,1,0,0,0
25305,5,0,0,0
25656,15,0,0,0
25651,39,4,0,0
25650,1,0,0,0
25653,5,0,0,0
23433,2,1,0,0
23432,4,0,0,0
23439,2,0,0,0
7196,1,0,0,0
1497,1,0,0,0
16199,16,0,0,0
16628,11,0,0,0
16626,3,0,0,0
16624,82,3,1,0
16197,1,0,0,0
16620,5,0,0,0
16621,2,0,0,0
12758,32,2,1,0
12759,8,0,0,0
12757,3,0,0,0
12754,63,7,1,0
6104,101,5,0,1
6101,62,2,0,0
6100,5,0,0,0
10934,1,0,0,0
10931,2,0,0,0
10933,6,0,0,0
16997,3,0,0,0
9111,163,18,1,0
9445,2,0,0,0
9112,1,0,0,0
9442,1,0,0,0
9441,4,0,0,0
9440,1,0,0,0
12284,2,0,0,0
12285,370,20,1,0
16448,2,0,0,0
12287,43,3,1,0
12280,3,0,0,0
12283,11,1,0,0
21152,9,0,0,0
12329,87,1,1,0
6109,1,0,0,0
26109,1,0,0,0
26106,2,0,0,0
11927,3,0,0,0
26100,1,0,0,0
21485,2,0,1,0
21481,4,0,0,0
21482,2,0,0,0
3416,2,0,0,0
3417,11,0,0,0
22934,9,0,0,0
21372,133,4,0,0
21376,2,0,0,0
21377,8,0,0,0
3419,2,0,0,0
10364,1,0,0,0
12827,2,0,0,0
8535,2,0,0,0
13489,16,0,0,0
4869,1,0,0,0
10662,3,0,0,0
13481,7,0,0,0
13480,9,0,0,0
13483,88,1,0,0
13482,7,0,0,0
2011,1,0,0,0
13484,2,0,0,0
14101,8,0,0,0
18483,4,0,0,0
18485,11,0,0,0
18489,8,1,0,0
13389,2,0,0,0
17717,1,0,0,0
17710,1,0,0,0
17712,1,0,0,0
1591,100,3,1,0
17718,10,0,0,0
26633,17,0,0,0
13153,9,0,0,0
28761,2,0,0,0
20681,1,0,0,0
20683,1,0,0,0
7446,7,0,0,0
20685,1,0,0,0
10593,3,0,0,0
22691,6,0,0,0
10596,7,0,0,0
10597,1,0,0,0
10599,1,0,0,0
18668,2,0,0,0
18665,9,0,0,0
20425,191,0,1,0
27435,9,0,0,0
27433,1,0,0,0
29096,6,0,0,0
17905,5,0,0,0
20359,15,0,1,0
20358,1,0,0,0
7012,2,0,0,0
19902,2,0,0,0
18690,6,0,0,0
12990,3,0,0,0
21520,1,0,0,0
12994,8,1,0,0
12996,34,0,0,0
21527,1,0,0,0
29531,1,0,0,0
29538,3,0,0,0
29539,9,1,0,0
29022,52,0,0,0
1349,1,0,0,0
1340,4,0,0,0
451,14,0,0,1
454,26,1,0,0
455,1,0,0,0
457,1,0,0,0
8118,2,0,0,0
6929,40,0,0,0
15419,1,0,0,0
15414,9,2,1,0
8113,1,0,0,0
6927,18,1,0,0
15417,1,0,0,0
4464,1,0,0,0
15412,5,0,0,0
7710,2,0,0,0
26744,6,0,0,0
26745,9,0,0,0
26742,17,0,0,0
7719,10,0,0,0
7718,1,0,0,0
5685,13,0,0,0
8376,1,0,0,0
8375,6,1,0,0
8372,1,0,0,0
8370,2,0,0,0
8371,1,0,0,0
387,3,0,0,0
28951,7,0,0,0
24428,2,0,0,0
28952,17,0,0,0
28770,19,0,0,0
24423,1,0,0,0
24425,11,0,0,0
24427,4,1,0,0
24426,4,0,0,0
22443,1,0,0,0
22442,10,1,1,0
22113,20,2,0,0
22444,6,0,0,0
22447,26,1,1,0
22110,8,0,0,0
26351,2,0,0,0
24053,8,0,0,0
26354,1,0,0,0
26357,31,0,0,0
26356,1,0,0,0
4003,31,2,0,0
24870,1,0,0,0
13716,3,0,0,0
19421,146,5,0,0
19423,4,0,0,0
19422,19,0,0,0
3974,8,0,0,0
3977,7,1,0,0
3976,1,0,0,0
3979,9,1,0,0
3629,10,0,0,0
3621,2,0,0,0
3625,3,0,0,0
3627,1012,36,0,2
3626,24,3,0,0
4286,2,0,0,0
11410,4,1,0,0
11416,4,0,0,0
6887,1,0,0,0
16296,19,0,0,0
16292,2,0,0,0
17478,19,0,0,0
15791,3,0,0,0
17470,30,3,0,0
17474,5,0,0,0
17475,2,0,0,0
17476,2,0,0,0
4479,184,5,0,0
13369,2,0,0,0
25464,2,0,0,0
25465,3,0,0,0
25099,26,0,1,0
13360,1,0,0,0
4475,2,0,0,0
4476,1,0,0,0
24349,1,0,0,0
24849,8,0,0,0
24848,49,0,0,0
24847,2,0,0,0
24844,33,1,1,0
24841,21,6,0,0
2464,1,0,0,0
20169,1,0,0,0
6444,1,0,0,0
2463,20,0,1,0
20160,1,0,0,0
20162,7,0,0,0
20163,2,0,0,0
20164,9,1,1,0
2469,5,0,0,0
20166,1,0,0,0
20170,1,0,0,0
5341,3,0,0,0
16873,1,1,0,0
16872,9,0,0,0
16871,3,0,0,0
20893,1,0,0,0
12143,13,1,0,0
12142,8,0,0,0
12146,2,0,0,0
6319,34,0,0,0
9653,10,0,1,0
9651,3,0,0,0
9656,2,0,0,0
9657,42,6,0,0
29238,3,0,0,0
9304,3,0,0,0
10122,2,0,0,0
9658,8,2,0,0
28754,7,1,0,0
29233,2,0,0,0
9301,15,2,0,0
29231,24,3,0,0
10124,2,0,0,0
18870,1,0,0,0
21741,1,0,0,0
18872,7,0,0,0
21747,17,0,0,0
18874,23,0,1,0
18879,65,10,0,0
8961,1,0,0,0
8966,5,0,0,0
8965,34,3,0,0
8964,2,0,0,0
26919,2,0,0,0
26913,2,0,0,0
26917,1,0,0,0
1644,16,0,0,0
1642,16,0,0,0
1649,1,0,0,0
1648,1,0,0,0
29493,3,0,0,0
29491,1,0,0,0
29490,71,2,0,0
29497,84,0,0,0
573,2,0,0,0
572,7,0,0,0
570,2,0,0,0
577,2,0,0,0
574,38,3,0,0
2809,4,0,0,0
18290,34,2,0,0
18293,2,0,0,0
18292,61,1,0,0
2803,28,6,0,0
2806,2,0,0,0
2804,7,0,1,0
2805,5,0,0,0
1420,4,0,0,0
5430,1,0,0,0
14739,9,0,0,0
3369,7,0,0,0
28548,4,0,0,0
3364,6,0,0,0
28011,6,0,0,0
3361,26,0,0,0
3362,79,2,1,0
28017,75,16,0,0
1205,1,0,0,0
13962,48,1,1,0
13669,8,0,0,0
4270,27,1,0,0
4276,1,0,0,0
13964,1,0,0,0
13965,2,0,0,0
4279,5,0,0,0
1200,1,0,0,0
2015,1,0,0,0
5557,42,1,0,0
5551,1,0,0,0
18126,2,0,0,0
18125,2,0,0,0
18124,0,1,0,0
5558,5,0,0,0
2016,2,0,0,0
8588,1,0,0,0
8584,1,0,0,0
27392,7,0,0,0
5883,46,10,0,0
23187,28,0,0,0
23638,2,0,0,0
23637,3,0,0,0
23188,1,0,0,0
23632,10,0,0,0
15065,65,3,1,0
6550,9,0,0,1
6551,1,0,0,0
15063,2,0,0,0
15069,7,0,1,0
6559,1,0,0,0
22328,6,0,0,0
22329,31,0,0,0
25920,4,0,0,0
25927,6,0,0,0
25925,1,0,0,0
22320,1,0,0,0
22321,9,3,0,0
22322,1,0,0,0
22323,3,0,0,0
22327,2,0,1,0
25679,4,0,0,0
25678,2,0,0,0
25670,8,1,0,0
25677,2,0,0,0
25676,41,1,0,0
23982,2,0,0,0
23455,2,0,0,0
23457,5,0,0,0
23984,10,1,1,0
27290,14,0,0,0
9887,1,0,0,0
7505,1,0,0,0
9885,7,0,0,0
7500,3,0,0,0
9881,20,4,0,0
350,3,0,0,0
14550,17,2,0,0
9889,1,0,0,0
16605,1,0,0,0
16606,34,1,2,0
16607,26,0,0,0
16602,0,2,0,0
16603,37,0,0,0
16609,72,1,0,0
6124,1,0,0,0
28276,11,0,0,0
12773,1,0,0,0
6129,2,0,0,0
19745,14,3,0,0
10115,3,0,0,0
22587,1,0,0,0
22580,1,0,0,0
22583,113,6,0,0
10958,1,0,0,0
15972,2,0,0,0
16460,8,1,1,0
16462,1,0,0,0
17639,3,0,1,0
16464,7,0,0,0
16465,2,0,0,0
16467,1,0,0,0
16468,1,0,0,0
24989,2,0,0,0
24986,44,0,0,0
24984,27,3,0,0
4852,3,0,0,0
26168,9,11,0,0
26169,14,0,0,0
25586,2,0,0,0
2257,1387,24,4,3
26163,1,0,0,0
26160,3,1,0,0
2254,8,1,0,0
2252,3,0,0,0
2251,34,2,1,0
21351,10,0,0,0
24180,30,0,0,0
24184,3,0,0,0
21357,1,0,0,0
253,1,0,0,0
22916,13,1,0,0
22915,1,1,0,0
22914,6,0,1,0
16721,1,0,0,0
22911,12,0,0,0
4801,1,0,0,0
2787,7,0,0,0
16232,6,0,0,0
4806,2,0,0,0
4807,18,4,1,0
4808,85,4,0,0
2788,1,0,0,0
11605,175,1,1,0
11604,45,0,0,0
11607,2,0,0,0
11606,3,0,0,0
10604,8,0,0,0
11602,1,0,0,0
2073,4,0,0,0
2072,2,0,0,0
2071,1,0,0,0
11609,6,0,0,0
2074,1,0,0,0
11958,10,0,0,0
18469,2,0,0,0
18466,10,1,0,1
11954,3,1,0,0
18465,29,2,0,0
11951,30,2,0,0
14121,1,0,0,0
14120,54,1,0,0
17732,45,3,0,0
27985,11,0,0,0
17737,1,0,0,0
27981,2,0,0,0
17739,5,0,0,0
27989,1,0,0,0
9792,2,1,0,0
9790,1,0,0,0
9794,3,0,0,0
9799,3,0,0,0
14389,2,0,0,0
18066,1,0,0,0
14381,2,1,0,0
14380,1,0,0,0
18606,1,0,0,0
18607,3,0,0,0
14384,6,0,0,0
20402,1,0,0,0
20407,1,0,0,0
20408,16,0,0,0
12978,2,0,0,0
12977,645,20,1,0
15654,3,0,0,0
15655,4,0,0,0
15652,5,0,0,0
15653,1,0,1,0
7081,3,0,0,0
29001,7,0,0,0
7083,8,0,0,0
29551,9,1,1,0
7086,7,0,0,0
7089,39,1,0,0
7088,1,0,0,0
19964,2,0,0,0
8171,8,1,0,0
6497,8,0,0,0
8173,39,3,0,0
8176,5,0,0,0
15383,21,1,1,0
6498,10,1,1,0
15478,18,2,0,0
6948,6,0,0,0
15473,1,0,0,0
15470,2,0,0,0
15471,6,0,0,0
6947,12,1,0,0
15474,1,0,0,0
20896,41,2,0,0
20725,1,0,0,0
26760,2,0,0,0
26763,19,0,1,0
17906,5,0,0,0
27438,3,0,0,0
8398,1,0,0,0
8396,2,0,0,0
8397,4,0,0,0
8390,3,0,0,0
8392,5,0,0,0
4398,4,0,0,0
24405,1,0,0,0
24404,3,0,0,0
24402,12,0,0,0
4391,2,0,0,0
4395,1,0,0,0
4396,3,0,0,0
1366,9,1,0,0
3196,4,0,0,0
28751,2,0,0,0
471,16,2,0,0
28209,1,0,1,0
1363,9,0,0,0
3190,28,2,0,0
28976,3,0,0,0
28975,42,6,0,0
28206,1,0,0,0
28973,1,0,0,0
22469,1,0,0,0
22467,1,0,0,0
22463,1,0,0,0
13737,138,6,0,0
13736,2,0,0,0
13734,19,1,0,0
4022,4,0,0,0
26378,47,1,0,0
26374,1,0,0,0
13738,9,0,0,0
11380,23,0,0,0
11382,5,0,0,0
11383,4,0,0,0
11385,1,0,0,0
19158,1,0,0,0
3999,4,1,0,0
19408,2,0,0,0
19155,13,0,0,0
3996,1,0,0,0
19405,19,3,0,0
25559,9,0,0,0
19402,1,1,0,0
3991,9,0,0,0
23847,5,0,0,0
23845,1,0,0,0
23842,17,0,0,0
23841,11,0,0,0
23848,2,0,0,0
23849,1,0,0,0
27172,1,0,0,0
27170,1,0,0,0
299,2,0,0,0
290,96,0,0,0
27179,14,1,0,0
25117,24,2,0,0
25447,2,0,0,0
2442,4,0,0,0
12525,1,0,0,0
2440,13,0,0,0
2445,5,0,0,0
7866,4,0,0,0
7864,1,0,0,0
7862,2,0,0,0
26040,2,0,0,0
7868,3196,124,36,0
16818,160,7,0,0
8090,24,0,0,0
16814,6,0,0,0
6379,3,0,0,0
6371,3,0,0,0
12123,2,0,0,0
12125,2,0,0,0
6377,1,0,0,0
10416,2,0,0,0
10414,1,0,0,0
10145,11,0,0,0
10144,12,0,0,0
10410,5,0,0,0
12528,12,0,0,0
9639,22,0,0,0
9329,2,0,0,0
9322,1,0,0,0
9632,11,0,0,0
9633,12,0,0,0
9326,4,0,0,0
9324,1,0,0,0
9637,2,0,0,0
21729,4,0,0,0
21728,10,0,0,0
8943,65,4,2,0
8942,6,0,1,0
18859,11,0,0,0
21721,3,0,0,0
8948,1,0,0,0
21723,5,0,0,0
28104,1,0,0,0
21727,1,0,0,0
26971,7,0,0,0
26973,52,1,0,1
26972,61,4,0,0
26974,2,0,0,0
3390,250,4,2,1
6214,3,0,0,0
2738,1,0,0,0
1432,12,0,0,0
3206,1,0,0,0
1993,3,0,0,0
3203,2,0,0,0
1994,17,0,0,0
5184,29,1,0,0
1996,6,0,0,0
1999,1,0,0,0
28008,16,0,0,0
3209,7,0,0,0
3398,10,0,0,0
22817,1,0,0,0
559,2,0,0,0
2865,8,0,0,0
2866,1,0,0,0
2868,2,0,0,0
554,187,22,0,2
14710,1,0,0,0
14711,1,0,0,0
14712,20,1,1,0
14242,61,4,2,0
28561,6,1,0,0
14240,25,1,0,0
28563,4,0,0,0
24230,6,0,0,0
24232,1,0,0,0
1439,3,1,0,0
28568,1,0,0,0
14248,6,1,0,0
5458,36,2,0,0
5459,1,0,0,0
1191,1,0,0,0
1193,1,0,0,0
1192,11,0,0,0
1195,2,1,0,0
1197,7,1,0,0
1196,1,0,0,0
27437,13,2,0,0
4259,5,0,0,0
4258,2,0,0,0
4250,8,0,0,0
13942,83,1,0,0
13943,1,0,0,0
4254,55,6,0,0
18149,10,0,0,0
5532,1,0,0,0
28690,2,0,0,0
